timestamp,package_num,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,Pz,Oz,marker
1741737600.072000,18,-5.0400,4.6315,-4.8695,-7.7930,10.8497,-10.8838,3.1648,-2.6664,-8.9745,-13.3473,-12.5730,1.5019,2.9414,-5.5839,-0.4822,-6.5035,0.0
1741737600.076000,19,-6.1450,3.3678,-4.8248,-6.0635,2.0885,-9.9173,1.1419,-0.7362,-9.5387,-14.3301,-12.6369,1.0487,7.4289,-2.2781,-4.2710,-7.1693,0.0
1741737600.080000,20,-4.2447,0.1416,-3.9260,-6.6236,-0.2348,-10.5439,3.6675,3.1401,-4.6201,-12.4939,-13.1241,1.6977,10.0127,-1.1345,-8.1475,-6.6339,0.0
1741737600.084000,21,1.1225,-1.6575,-1.5805,-7.0709,-6.8497,-6.8077,3.9358,5.5686,2.5810,-11.2894,-7.1460,-1.4070,14.5991,-4.4704,-12.7990,-2.5659,0.0
1741737600.088000,22,3.8926,-4.5270,1.7532,-5.9915,-10.3020,-4.9041,3.3270,7.9240,6.1579,-9.7926,-5.7379,2.1165,14.9973,-3.6538,-11.2409,-0.9822,0.0
1741737600.092000,23,7.2375,-8.8888,5.4708,-4.9289,-12.9286,-5.8753,7.7021,11.0153,12.0565,-5.3891,-0.2371,4.8478,8.2401,-4.6591,-14.4571,5.2593,0.0
1741737600.096000,24,9.4400,-9.9350,9.2497,0.1429,-14.9116,-2.3418,4.5599,10.1703,16.1856,-2.5626,1.8309,3.6904,4.4664,-4.0860,-15.5626,7.3316,0.0
1741737600.100000,25,9.9957,-7.4483,9.3428,3.4638,-15.6770,-1.9758,3.5369,6.5240,17.3415,1.4570,1.6073,2.9529,1.6935,-2.9700,-12.1493,10.6400,0.0
1741737600.104000,26,10.5030,-8.2385,11.4704,9.9071,-15.5756,0.4872,2.6504,5.7383,20.5954,9.6472,-0.9684,3.2436,-3.3081,-1.1714,-10.9330,12.0617,0.0
1741737600.108000,27,11.2569,-7.0895,11.2146,8.4235,-14.4867,6.4885,-1.0605,2.9642,21.5639,12.0493,0.1954,0.2157,-2.7185,-0.5655,-7.9109,18.9173,0.0
1741737600.112000,28,7.5965,-7.7529,10.3188,6.9034,-11.7290,7.8584,-7.4062,2.9545,18.4570,13.6712,-0.8510,0.2056,-5.2032,1.8703,-4.8723,17.0214,0.0
1741737600.116000,29,6.2756,-10.6847,9.7900,3.6672,-8.0212,11.0518,-11.2375,-0.6986,14.2739,14.6164,1.2014,1.8947,-3.9055,3.4136,-4.3772,15.1835,0.0
1741737600.120000,30,7.2204,-9.9688,9.4495,3.0817,-8.7242,11.6935,-13.1505,-3.3323,11.7918,15.0486,1.6190,6.2560,-5.1435,4.7667,-4.7409,12.4873,0.0
1741737600.124000,31,4.4341,-5.6251,5.1600,0.7433,-7.8423,11.3996,-13.5043,-4.9293,8.2718,19.5191,4.2850,6.7716,-5.6246,4.9445,-4.8635,11.3359,0.0
1741737600.128000,32,7.3170,-1.6756,2.3835,-2.3280,-2.9391,8.2927,-10.4540,-7.8655,7.9139,17.6794,8.3008,7.4915,-4.9727,1.1838,-0.4021,10.3448,0.0
1741737600.132000,33,6.6577,3.6446,4.2358,-3.0536,1.1537,6.5019,-7.9492,-8.3052,4.7284,14.8300,10.8122,8.4230,-8.3936,-0.0584,4.0802,8.0846,0.0
1741737600.136000,34,7.3028,7.0891,0.9678,-1.8808,2.7680,0.8080,-5.9001,-7.7891,0.0701,15.0865,10.7839,9.9603,-8.6408,-2.7226,8.5888,4.2558,0.0
1741737600.140000,35,1.5465,11.7558,4.2421,-1.0648,4.5321,0.2154,-5.4179,-5.4215,-5.0664,12.9930,10.5122,4.3889,-7.0744,-2.0126,10.5274,-4.0536,0.0
1741737600.144000,36,-1.2151,14.8915,3.4992,-1.4454,7.2732,-4.2803,-3.2788,-3.4168,-6.8820,10.1302,9.3893,-1.6318,-4.5998,-1.4013,12.0432,-6.3169,0.0
1741737600.148000,37,-4.0167,15.0856,-0.0841,0.9639,9.5137,-0.7274,-2.1465,1.6152,-6.7580,5.7136,6.1875,-7.6678,-3.7398,-0.2313,14.0143,-9.1916,0.0
1741737600.152000,38,-10.0116,12.4618,-0.8132,-1.3920,11.0834,-1.3310,-0.1175,5.2918,-12.0989,0.5849,3.8786,-10.9336,-0.5253,-1.1067,14.3898,-11.9623,0.0
1741737600.156000,39,-8.9113,10.5971,-6.3005,-2.6850,7.5708,-1.3267,1.7980,10.2862,-15.4784,-5.2907,4.7794,-9.9419,3.2233,-1.8371,12.5490,-15.2549,0.0
1741737600.160000,40,-9.6454,4.7360,-8.9726,-2.8734,4.7876,-1.3407,1.7908,12.4023,-15.8785,-11.1166,4.8950,-7.1716,1.3002,-0.7438,9.3911,-15.3692,0.0
1741737600.164000,41,-9.9009,2.2999,-10.8761,-1.7963,1.7567,-0.4911,4.9072,13.7247,-9.7848,-11.3458,1.5072,-6.3592,0.0005,1.2580,6.0576,-15.1187,0.0
1741737600.168000,42,-8.2766,1.8159,-7.4344,2.0946,-0.9461,0.3616,6.6870,13.2375,-5.7057,-12.2160,1.4089,-5.4429,1.2762,-1.6808,4.0324,-13.2579,0.0
1741737600.172000,43,-3.4659,2.1213,-6.4306,2.8095,-1.8911,-1.4407,8.9069,11.7486,-3.6515,-12.3348,2.2009,-2.4132,0.6539,-0.1990,1.8941,-9.0443,0.0
1741737600.176000,44,-0.0793,1.0698,-0.7741,3.7663,-1.3588,1.5702,9.4262,12.3574,-1.4394,-11.7696,1.3335,-2.5013,-1.0377,0.1815,-0.5789,-2.7556,0.0
1741737600.180000,45,-0.2543,1.8588,-0.2409,5.5444,0.6752,1.3545,8.4304,10.7281,2.7983,-10.1094,-2.0381,0.4332,-2.5129,5.7561,-2.3666,0.7511,0.0
1741737600.184000,46,-4.1028,1.7964,2.6299,8.9783,-1.1822,4.4379,4.5014,9.5480,4.9621,-7.9867,-4.4103,0.9538,-1.5510,11.3320,-3.6008,2.2623,0.0
1741737600.188000,47,-2.4726,0.0477,1.7830,10.5805,-2.8357,6.3887,1.6109,6.7094,7.8656,-4.2720,-6.3569,0.5016,-2.9153,13.3636,-7.6516,6.1649,0.0
1741737600.192000,48,-3.0416,-1.7722,1.4594,8.2796,-5.6608,10.8428,-1.4557,8.4955,8.8903,-3.7887,-4.3313,1.9403,-0.0014,15.3197,-7.1428,6.5174,0.0
1741737600.196000,49,-2.1186,-5.3700,1.1744,4.4253,-6.3375,13.2329,-2.6460,4.8348,12.3023,-2.3464,0.6643,5.4231,-2.9734,12.3828,-8.2970,10.9502,0.0
1741737600.200000,50,0.8311,-4.8889,0.8021,2.2187,-6.9855,11.9979,-6.5690,2.3788,11.4403,2.3417,2.6492,6.4428,-6.1872,11.4998,-6.5583,13.2657,0.0
1741737600.204000,51,2.8832,-4.4593,2.6442,-0.0146,-8.2033,10.5023,-7.8807,-2.7943,14.3035,7.7462,5.3531,11.2074,-8.1892,8.6962,-4.6381,14.5534,0.0
1741737600.208000,52,5.9067,-2.3048,3.1911,-0.8195,-5.7604,5.0217,-9.0878,-7.2954,12.3585,8.0804,7.0320,11.2511,-11.1652,8.2191,-1.1768,12.0959,0.0
1741737600.212000,53,4.8221,-0.6597,4.1327,-1.3483,-1.3326,2.6091,-9.3817,-7.5632,11.1444,12.9859,8.1449,5.4067,-9.5236,2.7934,4.7107,13.2069,0.0
1741737600.216000,54,1.9272,0.4195,3.3826,-3.5738,1.8847,2.4514,-8.5658,-6.4466,4.8517,12.5151,6.0292,3.6823,-10.5748,-0.8958,8.0355,9.7856,0.0
1741737600.220000,55,-0.0509,1.9212,5.4331,-3.6788,5.1526,1.5107,-8.5027,-9.3945,0.9428,7.0297,5.4105,0.7538,-13.3189,-1.9834,9.7897,4.9688,0.0
1741737600.224000,56,-3.1186,-0.1055,2.5019,-5.7189,7.9447,-0.0711,-5.1214,-5.6114,-5.3226,6.4472,1.6055,-2.1084,-11.0987,2.0838,11.4741,1.5451,0.0
1741737600.228000,57,-5.5204,-1.3933,-1.9834,-6.1731,8.3511,-1.3215,-4.1212,-5.9780,-8.2351,3.6747,-2.4436,-5.2751,-6.1252,-1.6944,12.5593,-5.0767,0.0
1741737600.232000,58,-4.5817,-1.3057,-6.4573,-7.4981,4.3582,-4.7175,-4.7500,-6.6124,-11.4098,-2.4911,-4.0084,-6.3786,-3.4490,-5.5040,12.2877,-9.3460,0.0
1741737600.236000,59,-7.6841,-5.1515,-8.5230,-10.0468,4.6555,-6.2036,-0.7058,-5.9092,-12.0575,-4.6247,-3.7661,-8.2667,0.0990,-8.7742,9.3347,-11.3329,0.0
1741737600.240000,60,-5.8044,-7.8355,-7.8317,-10.3454,6.8941,-6.2549,0.7233,-3.0575,-12.4697,-7.8575,-3.0612,-5.9143,-0.7277,-10.4511,9.5325,-15.3544,0.0
1741737600.244000,61,-8.1903,-3.8928,-7.0829,-6.8767,5.7709,-8.9271,5.5906,-4.4480,-12.1834,-12.1590,-4.3052,-4.1832,2.2808,-9.0214,6.1421,-15.5118,0.0
1741737600.248000,62,-7.5335,-2.5618,-4.7384,-0.9724,6.9678,-9.4265,5.7482,-4.6024,-13.6651,-12.2090,-4.9341,-4.6335,0.6353,-9.8041,3.1812,-13.6368,0.0
1741737600.252000,63,-8.2118,-0.4565,-4.9526,1.0680,4.5529,-7.2674,9.5673,-0.3269,-9.2200,-14.6044,-9.0083,-11.0610,4.2359,-7.7507,3.1350,-12.5443,0.0
1741737600.256000,64,-8.8659,-0.2498,-5.0579,5.4778,4.0458,-5.6389,11.4960,4.1551,-5.4836,-14.8222,-10.7899,-12.0563,6.7367,-6.0867,1.5441,-8.0288,0.0
1741737600.260000,65,-8.4475,-1.6057,-6.0129,6.5821,0.7348,-5.2413,12.7834,7.6939,-3.3340,-15.2463,-12.8508,-13.3181,8.3162,-1.9530,0.1372,-8.5520,0.0
1741737600.264000,66,-8.3310,-4.8161,-2.6798,8.4775,-1.1187,-1.1794,6.4922,8.9035,-1.4243,-15.8643,-14.2419,-12.2518,8.0677,0.4156,-6.9532,-4.6540,0.0
1741737600.268000,67,-6.5649,-6.9244,-4.7329,9.4256,-3.3794,3.1916,7.8244,9.4493,1.7996,-11.3183,-14.9514,-10.1775,10.6027,3.7871,-8.7755,-5.0747,0.0
1741737600.272000,68,-2.3121,-8.9131,-3.6599,8.0548,-6.8842,4.9545,6.7823,6.0658,6.4228,-7.7368,-8.4645,-7.5799,10.5913,2.8915,-12.7418,1.0030,0.0
1741737600.276000,69,-2.1443,-10.6393,-3.3671,6.5988,-5.8746,6.7387,3.9421,4.0781,9.8422,-4.6978,-6.4213,-3.4491,11.9145,2.9567,-12.9710,4.4834,0.0
1741737600.280000,70,3.1834,-9.6053,-1.2371,4.8719,-6.8006,6.2717,3.4755,2.4382,10.3338,-2.8720,-2.4628,-1.0097,8.2901,7.2724,-12.4272,7.9480,0.0
1741737600.284000,71,4.0493,-5.4912,3.1587,1.9635,-5.6881,6.7852,3.2330,0.5879,11.0672,0.4334,0.9906,2.6635,5.3091,5.2511,-12.9422,8.5107,0.0
1741737600.288000,72,3.1809,-5.6291,4.7453,1.5036,-4.6738,7.4958,3.9525,-1.2734,11.3556,4.0959,-0.3358,-0.8269,2.2341,6.1052,-11.4968,9.0195,0.0
1741737600.292000,73,1.8689,-3.6317,1.9752,0.9784,-0.9834,2.9271,1.1197,-1.7596,9.5505,8.4836,2.2383,-1.2453,2.6212,7.4659,-6.4014,9.9679,0.0
1741737600.296000,74,3.0556,-5.0542,3.8937,-0.4898,1.0294,2.1187,0.9960,-0.3528,5.9693,11.7228,2.1296,-3.9257,2.7570,4.5105,-3.0859,7.1605,0.0
1741737600.300000,75,0.9055,-3.8557,1.4347,-2.5319,-0.1080,0.2647,1.2767,-1.9324,4.3828,11.2933,3.7979,-2.5629,1.6671,3.1619,-1.2945,4.7432,0.0
1741737600.304000,76,-2.3949,-3.8737,-0.6882,-4.1477,0.3903,-1.4484,-3.7895,-3.1092,0.1304,13.2950,4.5280,-4.1263,1.8752,1.9636,-0.8518,1.9755,0.0
1741737600.308000,77,-4.7612,-6.8163,-2.8812,-4.2413,1.5973,-1.3118,-3.9447,-3.5137,-3.7980,13.7676,1.9511,-0.9370,2.4448,-0.2024,1.4397,-4.2989,0.0
1741737600.312000,78,-5.9508,-8.3604,-7.5295,-6.6902,2.8218,-1.3618,-5.0858,-4.7614,-5.6855,11.9871,3.1786,-1.2558,2.3776,-3.2849,-1.7094,-5.6899,0.0
1741737600.316000,79,-5.2475,-6.9200,-8.6183,-6.7571,3.7036,0.8833,-6.7192,-4.2628,-8.8770,7.2145,4.6436,-0.7049,1.7098,-5.5703,0.6175,-6.1488,0.0
1741737600.320000,80,-6.0397,-4.1877,-9.6905,-8.2534,3.7947,-0.8203,-4.7018,-5.2631,-9.3834,1.8039,5.1156,-0.6901,-0.0325,-10.2200,2.0815,-7.9504,0.0
1741737600.324000,81,-2.2944,-0.6749,-10.6493,-9.7982,4.4909,-1.7945,-4.5827,-3.2524,-11.2038,0.4589,3.7181,-1.5564,-0.7995,-10.0758,3.0998,-8.7711,0.0
1741737600.328000,82,1.7144,-1.9528,-12.5381,-9.3521,4.9887,-6.4190,-4.3024,-5.2236,-12.5094,-2.5240,0.2385,-2.3885,-0.6345,-11.0070,3.1662,-11.5208,0.0
1741737600.332000,83,2.7140,-1.1873,-8.6126,-10.2513,5.1141,-4.0028,-4.7273,-6.4117,-10.7494,-4.1539,-3.9404,-6.7248,-2.4367,-7.7969,-1.4000,-12.2164,0.0
1741737600.336000,84,2.0945,-1.5016,-5.0969,-10.4602,5.2050,-4.1876,-3.2866,-2.0399,-10.7281,-6.3303,-4.3584,-8.7955,-0.9196,-6.2545,-0.2369,-11.0860,0.0
1741737600.340000,85,2.2441,-2.7145,-2.3275,-8.4650,5.5757,-3.9069,-2.5846,-0.1031,-7.0771,-8.5407,-4.5109,-6.4630,-0.8146,-4.4177,-4.5945,-10.9985,0.0
1741737600.344000,86,4.7521,-1.1284,1.4246,-7.7557,1.0357,-3.4003,-3.4776,0.3465,-5.6089,-10.0958,-3.6654,-1.2871,2.1459,-4.1012,-3.3987,-6.9652,0.0
1741737600.348000,87,7.2714,-0.5859,1.2033,-8.0328,-2.9680,-2.2102,-1.9461,0.3379,-2.2587,-9.1936,-1.2609,-0.7084,2.3009,-1.3143,-6.4539,-4.2489,0.0
1741737600.352000,88,5.3167,-1.3857,2.7728,-6.2397,-6.6979,-3.6506,-4.0317,-1.1382,3.7384,-6.5495,0.7607,2.7366,0.5970,0.1350,-5.3984,-3.0760,0.0
1741737600.356000,89,7.0289,0.0090,4.3637,-4.3595,-9.4195,-3.3961,-3.6057,-0.0046,8.4494,-1.8480,0.6317,3.3484,-0.5947,-1.8318,-5.8809,0.9521,0.0
1741737600.360000,90,6.4428,2.6517,3.2788,-2.2274,-8.7986,-2.3497,-4.0260,-1.2182,9.9916,-0.6278,2.2949,3.4125,-1.9323,-1.2347,-3.0931,3.9630,0.0
1741737600.364000,91,5.6057,2.4127,8.6051,-0.5680,-7.8686,-2.8565,-4.1607,-0.6421,11.9571,3.6567,5.0597,6.6668,-2.8012,-2.3058,-3.5140,7.9904,0.0
1741737600.368000,92,8.3969,5.5164,9.4190,1.5054,-6.8897,-2.7202,-2.4533,1.5182,16.9268,7.6852,6.3442,4.8536,-3.5165,-1.2332,-0.4092,13.6853,0.0
1741737600.372000,93,7.7939,6.0303,9.6118,3.6689,-7.1526,-3.0221,-2.8227,2.4178,15.6587,16.0670,9.7335,7.7620,-3.9013,-0.1079,-0.0159,13.9381,0.0
1741737600.376000,94,6.8387,5.1559,10.6054,7.5928,-5.4950,0.5017,-2.3541,2.8455,15.2155,16.8483,6.8014,8.0831,-4.4234,1.2563,-1.0266,15.2490,0.0
1741737600.380000,95,5.3927,5.7450,10.4244,6.8842,-3.3584,2.5131,-1.6791,3.4476,14.2316,19.9918,7.6663,10.2253,-3.9457,5.2797,1.5483,17.5344,0.0
1741737600.384000,96,2.9477,3.3717,8.2918,4.8615,-3.3521,4.2910,-0.5336,7.6099,11.7248,18.1154,7.7252,11.7004,-2.8888,5.0318,-1.5326,16.2301,0.0
1741737600.388000,97,7.3795,5.1696,8.2514,2.2966,-3.7111,8.8174,-2.2260,6.2369,10.2615,18.1917,10.8370,11.2026,0.7024,4.1079,0.2338,14.5771,0.0
1741737600.392000,98,9.6898,6.5627,7.1927,-1.3358,-3.7551,8.8862,0.2079,4.0939,8.1614,15.3993,13.8018,12.0607,1.2276,2.4055,3.0102,11.1352,0.0
1741737600.396000,99,13.0200,6.8262,7.8332,-6.4740,-2.7969,9.4834,1.4290,5.5241,5.5045,12.8924,14.6090,15.0243,3.8327,2.6122,2.7007,8.3805,0.0
1741737600.400000,100,12.8856,8.7099,7.3334,-8.0019,-3.5972,5.9553,4.2148,6.7587,7.3505,10.9348,17.4355,12.9900,1.7429,3.2538,2.0424,5.7920,0.0
1741737600.404000,101,14.4281,10.6819,9.4410,-8.5243,-1.8839,4.1290,2.6136,5.9396,4.2443,12.1460,18.0532,10.2501,1.6175,0.6732,2.0503,4.1667,0.0
1741737600.408000,102,16.8561,10.8265,10.4158,-7.6579,-0.5629,3.7814,5.0370,8.1910,5.5554,10.9968,19.8194,7.3991,-0.7610,1.3174,2.3798,2.8418,0.0
1741737600.412000,103,12.6533,11.4663,13.4395,0.1685,1.6871,5.2721,4.6540,11.0960,4.1784,10.2923,17.4231,4.6698,-1.9831,2.7554,7.8303,2.4629,0.0
1741737600.416000,104,10.2903,13.6797,14.7274,4.0141,-0.3432,3.6078,2.4502,8.9718,3.8085,6.7027,16.3816,3.8521,-3.3156,1.1393,7.3713,0.2033,0.0
1741737600.420000,105,8.7100,9.2675,10.5630,6.1480,-1.0199,7.8680,-1.5826,10.2011,1.5838,6.4778,11.8320,3.1864,-5.9700,2.2412,7.4335,0.6108,0.0
1741737600.424000,106,6.6484,8.1064,7.8483,7.9974,-3.0102,11.9308,-3.9669,10.4813,3.6680,4.2990,11.5638,4.7309,-5.2252,3.9246,8.4184,-1.9830,0.0
1741737600.428000,107,1.5254,4.3661,2.4982,6.2047,-2.4130,13.4092,-6.0583,8.1368,5.6505,2.8311,11.5436,3.3622,-5.1711,4.6272,8.3094,0.6260,0.0
1741737600.432000,108,1.8887,3.5950,2.1665,5.7809,-0.8359,11.9343,-8.3123,6.5913,5.3351,0.6347,10.0734,7.2188,-7.0421,3.8757,8.6796,2.7828,0.0
1741737600.436000,109,5.7020,6.0504,2.6391,5.3296,4.1903,16.1867,-7.4668,3.4065,6.2118,-1.3570,12.9718,7.8829,-8.9037,2.0348,8.7498,4.4292,0.0
1741737600.440000,110,8.0011,10.7853,3.4264,7.1562,4.8986,11.2612,-4.5463,0.5954,3.0238,0.6937,12.1927,12.2287,-7.7432,4.1162,8.7594,7.7072,0.0
1741737600.444000,111,10.2102,13.6769,2.6451,5.8369,6.3984,9.4051,-3.0893,1.8712,4.5807,-1.3966,8.8604,11.8693,-7.5805,6.8243,9.3812,8.8570,0.0
1741737600.448000,112,10.0511,15.4558,6.8639,8.2128,8.1058,7.7758,-0.9460,0.8260,4.2944,1.3234,5.9357,11.6680,-10.2407,7.0291,8.5900,7.3448,0.0
1741737600.452000,113,7.9024,17.8040,9.1003,9.1787,10.1316,7.5731,1.0322,2.2365,5.7766,0.9423,3.5188,10.5532,-6.2566,8.2104,8.9648,8.2518,0.0
1741737600.456000,114,8.1761,14.7420,12.9459,10.9910,12.8273,9.0286,6.7185,5.1378,5.1469,-0.5113,3.4859,8.6035,-3.7167,8.6009,9.7824,8.2010,0.0
1741737600.460000,115,5.4639,11.9027,14.1330,9.5932,11.9873,8.6530,6.0212,7.7054,5.2482,0.1381,3.1114,6.5924,2.3452,10.9560,7.9304,6.2413,0.0
1741737600.464000,116,2.9194,13.1471,11.9863,6.4671,8.9331,6.9968,4.3784,10.4676,5.3373,-3.6556,6.1474,8.3950,1.1191,11.9036,6.5308,5.0153,0.0
1741737600.468000,117,2.0925,13.9633,7.8231,1.2426,7.0118,4.1085,6.6293,9.8909,4.1091,-2.8184,8.2616,8.7928,7.8517,14.5408,6.3941,1.6060,0.0
1741737600.472000,118,3.0252,9.8487,6.2540,2.3762,1.7572,4.2502,7.9389,11.8444,4.4782,-2.2785,7.8654,5.6517,5.3331,8.7736,4.9748,2.5656,0.0
1741737600.476000,119,2.4551,5.7586,5.2919,1.9238,1.8538,3.5318,9.0131,13.7419,8.9239,-2.1692,9.3645,6.7085,5.4992,7.6776,2.1601,1.6674,0.0
1741737600.480000,120,3.5054,-0.0801,8.1977,8.3271,1.9593,6.6040,10.8751,13.2232,9.1001,-1.1472,7.6057,3.8899,1.3699,4.9115,7.0485,5.3635,0.0
1741737600.484000,121,3.7948,1.1063,10.4378,12.2285,2.7978,5.5360,13.6889,14.1759,8.9041,1.5178,6.2602,1.8995,-1.2075,5.4933,4.6619,5.7220,0.0
1741737600.488000,122,4.2778,0.5733,9.2814,17.1691,4.5161,5.0350,12.3200,10.6722,8.2646,2.2999,1.7665,0.0003,1.2211,2.4781,5.2768,7.6742,0.0
1741737600.492000,123,6.1501,-0.7750,7.2297,15.5288,5.1246,6.8338,10.3460,10.2239,6.2071,2.9184,-0.8928,-0.7582,2.0605,3.7513,8.1154,6.4392,0.0
1741737600.496000,124,1.8995,-5.3810,7.3099,18.7635,7.9884,9.3932,7.6668,8.4725,7.9739,4.3063,-5.3912,-2.5111,4.6478,8.1552,5.4526,5.9983,0.0
1741737600.500000,125,0.3257,-8.8911,6.1316,14.5237,11.3979,16.5959,8.4187,7.1984,6.4922,0.8168,-4.8934,-0.6013,6.2577,10.4829,3.1090,6.0073,0.0
1741737600.504000,126,0.1077,-10.8951,4.6954,11.9055,12.1354,20.7290,6.6429,7.2703,6.5056,-0.4639,-3.8653,3.4839,8.4941,12.0751,-0.8103,6.7234,0.0
1741737600.508000,127,0.7022,-8.1782,4.1031,10.6883,8.2546,18.5533,2.9125,4.1040,4.9587,-2.1649,-2.8967,4.1556,6.5548,13.7295,0.1609,7.2100,0.0
1741737600.512000,128,6.2223,-1.2824,2.7922,3.9654,7.8044,16.1912,5.3993,0.7676,6.4126,0.7909,-0.2855,4.9519,6.7338,12.0959,0.0607,6.8477,0.0
1741737600.516000,129,11.1015,1.0683,3.2435,3.0080,4.5411,12.0454,7.4029,-2.4761,4.6266,0.0757,2.8376,5.8473,10.3452,10.5751,1.6699,5.0386,0.0
1741737600.520000,130,11.4750,-1.4020,7.9679,2.3141,10.8209,6.9347,9.3128,-1.0846,5.0014,5.4019,4.1991,1.5700,8.0023,8.2935,7.6863,3.2796,0.0
1741737600.524000,131,8.4688,4.0575,12.8581,3.9666,12.2708,3.7191,9.0771,-4.2450,4.8473,3.8873,3.3642,0.5698,3.2050,4.2680,6.7777,2.7974,0.0
1741737600.528000,132,2.6937,7.8043,13.3385,7.5800,15.6722,1.3463,10.0640,0.7389,4.2509,3.9304,7.1026,-4.3153,6.3757,6.2987,8.7637,1.5670,0.0
1741737600.532000,133,-0.3031,6.9104,9.8663,12.4783,15.5237,-0.0258,9.9707,0.5346,0.5856,5.0124,6.0131,-9.1201,8.4451,5.8756,12.6349,-5.2770,0.0
1741737600.536000,134,-4.8836,6.0918,3.1671,9.3844,13.4428,1.3235,7.9299,1.4669,-2.0859,4.3641,1.1573,-11.4491,9.6435,7.0224,16.4380,-6.5532,0.0
1741737600.540000,135,-12.6675,0.4614,-2.3491,8.1468,12.9879,5.2503,7.5284,3.6753,-7.1555,0.5784,0.1226,-11.5323,12.2875,6.0519,12.9986,-7.5796,0.0
1741737600.544000,136,-14.4294,-1.5496,-6.1870,1.2646,10.3315,5.1721,6.0441,5.6010,-8.2476,-3.5128,-1.4928,-12.4728,13.0796,1.5857,14.0063,-11.0673,0.0
